DATETIME,GAS,COAL,NUCLEAR,WIND,WIND_EMB,HYDRO,IMPORTS,BIOMASS,OTHER,SOLAR,STORAGE,GENERATION,CARBON_INTENSITY,freq_mean,freq_min,freq_max,freq_std,out_of_49_5_50_5,out_of_49_8_50_2,n_points,Temperature (°C)_aberdeen,Precipitation (mm)_aberdeen,Wind Speed (m/s)_aberdeen,Wind Direction (deg)_aberdeen,Solar Irradiance (W/m²)_aberdeen,Cloud Cover (%)_aberdeen,Temperature (°C)_humber,Precipitation (mm)_humber,Wind Speed (m/s)_humber,Wind Direction (deg)_humber,Solar Irradiance (W/m²)_humber,Cloud Cover (%)_humber,Temperature (°C)_camborne,Precipitation (mm)_camborne,Wind Speed (m/s)_camborne,Wind Direction (deg)_camborne,Solar Irradiance (W/m²)_camborne,Cloud Cover (%)_camborne,Temperature (°C)_ashford,Precipitation (mm)_ashford,Wind Speed (m/s)_ashford,Wind Direction (deg)_ashford,Solar Irradiance (W/m²)_ashford,Cloud Cover (%)_ashford,Temperature (°C)_eastanglia,Precipitation (mm)_eastanglia,Wind Speed (m/s)_eastanglia,Wind Direction (deg)_eastanglia,Solar Irradiance (W/m²)_eastanglia,Cloud Cover (%)_eastanglia,Day,Holiday,ND,TSD,SETTLEMENT_DATE,SETTLEMENT_PERIOD,Datetime_utc
2020-01-04 04:00:00+00:00,4144,995,6847,10868,2175,397,92,2191,123,0,0,27832,103,50.0244,49.917,50.149,0.0752,0,0,1800,5.9,0.1,11.8,247,0,100,6.8,0,28.3,263,0,99,7.9,0,17.4,292,0,89,2.8,0,17.4,277,0,2,4.4,0,17.7,250,0,80,Saturday,No,21269,25453,4-Jan-20,9,2020-01-04 04:00:00+00:00
2020-01-04 04:30:00+00:00,3996,996,6852,11081,2151,415,163,1820,123,0,0,27597,101,50.0735,49.989,50.146,0.0337,0,0,1800,5.9,0.1,11.8,247,0,100,6.8,0,28.3,263,0,99,7.9,0,17.4,292,0,89,2.8,0,17.4,277,0,2,4.4,0,17.7,250,0,80,Saturday,No,21130,25181,4-Jan-20,10,2020-01-04 04:30:00+00:00
2020-01-04 05:00:00+00:00,3878,997,6851,11052,2126,454,442,1540,122,0,0,27462,101,50.0532,49.977,50.186,0.0444,0,0,1800,6.4,0.3,9,272,0,100,6.8,0,29,264,0,30,8.3,0,17.8,288,0,66,2.8,0,16.3,275,0,58,4.6,0,17.9,251,0,32,Saturday,No,21355,25028,4-Jan-20,11,2020-01-04 05:00:00+00:00
2020-01-04 05:30:00+00:00,3840,999,6848,10927,2093,469,618,1527,123,0,0,27444,102,50.0344,49.968,50.135,0.0325,0,0,1800,6.4,0.3,9,272,0,100,6.8,0,29,264,0,30,8.3,0,17.8,288,0,66,2.8,0,16.3,275,0,58,4.6,0,17.9,251,0,32,Saturday,No,21746,24972,4-Jan-20,12,2020-01-04 05:30:00+00:00
2020-01-04 06:00:00+00:00,3845,996,6854,10887,2053,479,1815,1498,125,0,0,28552,105,50.0306,49.936,50.182,0.0663,0,0,1800,6.7,0.4,8.9,313,0,100,6.6,0,28.5,268,0,74,8,0,16,279,0,70,2.9,0,16.2,266,0,38,4.6,0,16.9,258,0,60,Saturday,No,22964,25898,4-Jan-20,13,2020-01-04 06:00:00+00:00
2020-01-04 06:30:00+00:00,3955,1199,6852,10755,2007,484,1872,1771,125,0,0,29020,113,49.9918,49.872,50.082,0.0595,0,0,1800,6.7,0.4,8.9,313,0,100,6.6,0,28.5,268,0,74,8,0,16,279,0,70,2.9,0,16.2,266,0,38,4.6,0,16.9,258,0,60,Saturday,No,23887,26409,4-Jan-20,14,2020-01-04 06:30:00+00:00
2020-01-04 07:00:00+00:00,4230,1298,6856,10372,1960,522,2173,1717,126,0,0,29254,120,49.9807,49.876,50.145,0.0793,0,0,1800,6.4,0.5,10.5,356,0,100,6.5,0,25.6,268,0,80,8.1,0,16.2,283,0,86,2.9,0,16.6,266,0,42,4.7,0,17.3,269,0,55,Saturday,No,25456,26610,4-Jan-20,15,2020-01-04 07:00:00+00:00
2020-01-04 07:30:00+00:00,4762,1307,6858,10299,1919,527,2227,2149,123,0,0,30171,125,50.0493,49.956,50.195,0.0501,0,0,1800,6.4,0.5,10.5,356,0,100,6.5,0,25.6,268,0,80,8.1,0,16.2,283,0,86,2.9,0,16.6,266,0,42,4.7,0,17.3,269,0,55,Saturday,No,26653,27533,4-Jan-20,16,2020-01-04 07:30:00+00:00
2020-01-04 08:00:00+00:00,4880,1319,6856,10232,1878,594,1828,2294,124,3,0,30009,122,50.0081,49.913,50.212,0.0656,0,10,1800,5.5,0.2,11.9,357,0,100,6.8,0,26.3,268,0,4,8.2,0,16.2,283,0,94,3.1,0,16.2,269,0,1,4.5,0,17,266,0,52,Saturday,No,28102,28907,4-Jan-20,17,2020-01-04 08:00:00+00:00
2020-01-04 08:30:00+00:00,5610,1466,6857,10135,1834,796,2013,2299,123,173,0,31306,132,49.9973,49.839,50.084,0.0637,0,0,1800,5.5,0.2,11.9,357,0,100,6.8,0,26.3,268,0,4,8.2,0,16.2,283,0,94,3.1,0,16.2,269,0,1,4.5,0,17,266,0,52,Saturday,No,29478,30200,4-Jan-20,18,2020-01-04 08:30:00+00:00
2020-01-04 09:00:00+00:00,6139,1778,6780,9848,1794,829,2684,2300,137,500,6,32795,147,49.9257,49.854,49.986,0.0208,0,0,1800,5.1,0.2,7.7,349,0,100,6.7,0,26.7,273,9,16,8.2,0,14.6,279,6,86,3.7,0,16.6,269,28,6,4.8,0,17.4,264,17,5,Saturday,No,30911,31524,4-Jan-20,19,2020-01-04 09:00:00+00:00
2020-01-04 09:30:00+00:00,6898,2156,6647,9678,1771,830,2900,2301,124,679,0,33985,163,49.9614,49.878,50.053,0.0413,0,0,1800,5.1,0.2,7.7,349,0,100,6.7,0,26.7,273,9,16,8.2,0,14.6,279,6,86,3.7,0,16.6,269,28,6,4.8,0,17.4,264,17,5,Saturday,No,31797,32406,4-Jan-20,20,2020-01-04 09:30:00+00:00
2020-01-04 10:00:00+00:00,7690,2360,6629,9398,1766,832,3217,2299,123,981,0,35295,172,49.9546,49.878,50.08,0.0467,0,0,1800,4.9,0.1,2.9,330,5,100,7.3,0,26.5,277,71,29,8.8,0,16.2,271,64,85,5.1,0,17.3,272,116,1,6.1,0,18,269,95,15,Saturday,No,32400,33129,4-Jan-20,21,2020-01-04 10:00:00+00:00
2020-01-04 10:30:00+00:00,7800,2610,6637,9438,1769,815,3326,2304,121,1391,0,36212,176,50.0196,49.961,50.077,0.026,0,0,1800,4.9,0.1,2.9,330,5,100,7.3,0,26.5,277,71,29,8.8,0,16.2,271,64,85,5.1,0,17.3,272,116,1,6.1,0,18,269,95,15,Saturday,No,32626,33517,4-Jan-20,22,2020-01-04 10:30:00+00:00
2020-01-04 11:00:00+00:00,7866,2490,6673,9471,1778,775,3512,2308,122,1943,0,36938,170,50.0511,49.986,50.113,0.0255,0,0,1800,5,0.2,3.3,347,16,100,8,0,25.5,279,128,42,9.2,0,18.8,274,128,60,6.3,0,17.7,276,195,2,7.2,0,16.4,261,158,46,Saturday,No,32772,33702,4-Jan-20,23,2020-01-04 11:00:00+00:00
2020-01-04 11:30:00+00:00,7739,2607,6759,9375,1790,708,3618,2322,124,2282,0,37324,170,50.0531,49.958,50.134,0.0393,0,0,1800,5,0.2,3.3,347,16,100,8,0,25.5,279,128,42,9.2,0,18.8,274,128,60,6.3,0,17.7,276,195,2,7.2,0,16.4,261,158,46,Saturday,No,32701,33640,4-Jan-20,24,2020-01-04 11:30:00+00:00
2020-01-04 12:00:00+00:00,7784,2570,6757,9253,1793,651,3651,2329,128,2621,0,37537,169,49.9369,49.861,50.054,0.035,0,0,1800,5.5,0.3,2.2,171,19,100,8.6,0,25,277,135,34,8.9,0,18.4,274,177,73,7.4,0,17.7,276,235,4,8.2,0,20.3,258,175,42,Saturday,No,32546,33455,4-Jan-20,25,2020-01-04 12:00:00+00:00
2020-01-04 12:30:00+00:00,7969,2571,6755,9043,1782,650,3755,2322,126,2428,0,37401,171,49.9368,49.894,49.988,0.0218,0,0,1800,5.5,0.3,2.2,171,19,100,8.6,0,25,277,135,34,8.9,0,18.4,274,177,73,7.4,0,17.7,276,235,4,8.2,0,20.3,258,175,42,Saturday,No,32501,33427,4-Jan-20,26,2020-01-04 12:30:00+00:00
2020-01-04 13:00:00+00:00,8153,2481,6715,8886,1764,653,3845,2312,126,2213,0,37148,172,49.9307,49.858,50.045,0.0385,0,0,1800,6,0.1,3.8,139,22,100,8.9,0,25.6,280,179,4,8.8,0,18.1,277,104,99,7.8,0,17.1,278,242,2,8.2,0,21.3,258,184,34,Saturday,No,32506,33332,4-Jan-20,27,2020-01-04 13:00:00+00:00
2020-01-04 13:30:00+00:00,8283,2368,6615,8867,1744,668,3950,2323,126,1618,0,36562,174,49.9126,49.855,49.954,0.0205,0,0,1800,6,0.1,3.8,139,22,100,8.9,0,25.6,280,179,4,8.8,0,18.1,277,104,99,7.8,0,17.1,278,242,2,8.2,0,21.3,258,184,34,Saturday,No,32501,33259,4-Jan-20,28,2020-01-04 13:30:00+00:00
2020-01-04 14:00:00+00:00,8706,2445,6615,8356,1717,669,3934,2307,146,1080,44,36019,183,49.9197,49.803,50.055,0.052,0,0,1800,6.2,0,8.2,139,21,98,8.8,0,23.8,285,151,1,8.5,0.3,19.7,279,106,97,7.7,0,15.2,275,198,4,8,0,19.7,261,156,17,Saturday,No,32647,33298,4-Jan-20,29,2020-01-04 14:00:00+00:00
2020-01-04 14:30:00+00:00,9322,2621,6619,7996,1679,667,3932,2301,144,553,36,35870,195,49.9331,49.847,50.038,0.041,0,0,1800,6.2,0,8.2,139,21,98,8.8,0,23.8,285,151,1,8.5,0.3,19.7,279,106,97,7.7,0,15.2,275,198,4,8,0,19.7,261,156,17,Saturday,No,33019,33697,4-Jan-20,30,2020-01-04 14:30:00+00:00
2020-01-04 15:00:00+00:00,10427,2678,6666,7314,1631,677,3776,2306,159,253,200,36087,207,49.9443,49.823,50.062,0.0598,0,0,1800,6.4,0,11.9,145,22,99,8.1,0,18.8,282,87,24,8.6,0.1,15.8,271,91,61,7,0,12,277,120,1,7.6,0,16.3,265,94,43,Saturday,No,33477,34308,4-Jan-20,31,2020-01-04 15:00:00+00:00
2020-01-04 15:30:00+00:00,11620,2671,6800,6741,1576,872,3774,2338,139,50,80,36661,216,49.9598,49.886,50.049,0.0324,0,0,1800,6.4,0,11.9,145,22,99,8.1,0,18.8,282,87,24,8.6,0.1,15.8,271,91,61,7,0,12,277,120,1,7.6,0,16.3,265,94,43,Saturday,No,34278,35151,4-Jan-20,32,2020-01-04 15:30:00+00:00
2020-01-04 16:00:00+00:00,12467,2745,6853,6451,1528,951,3962,2338,151,0,594,38040,220,49.9815,49.812,50.157,0.072,0,0,1800,6.6,0,11.5,160,2,59,7,0,14,271,16,53,8.1,0,14.2,263,47,87,4.9,0,9.1,279,32,1,6.7,0,12.7,262,20,69,Saturday,No,35896,36683,4-Jan-20,33,2020-01-04 16:00:00+00:00
2020-01-04 16:30:00+00:00,13555,2788,6857,6303,1499,965,3964,2341,189,0,1490,39951,223,50.0344,49.893,50.147,0.0631,0,0,1800,6.6,0,11.5,160,2,59,7,0,14,271,16,53,8.1,0,14.2,263,47,87,4.9,0,9.1,279,32,1,6.7,0,12.7,262,20,69,Saturday,No,37748,38524,4-Jan-20,34,2020-01-04 16:30:00+00:00
2020-01-04 17:00:00+00:00,14095,2800,6856,6338,1478,998,4020,2337,156,0,1548,40626,226,49.9637,49.878,50.173,0.062,0,0,1800,6.6,0,10.6,198,0,71,6.5,0,13.6,259,0,75,8.1,0,12.8,260,3,88,4.1,0,10.7,282,0,1,6.2,0,11.2,255,0,96,Saturday,No,38501,39228,4-Jan-20,35,2020-01-04 17:00:00+00:00
2020-01-04 17:30:00+00:00,14372,2790,6856,6279,1456,996,4020,2329,209,0,1524,40831,227,50.0508,49.933,50.161,0.0589,0,0,1800,6.6,0,10.6,198,0,71,6.5,0,13.6,259,0,75,8.1,0,12.8,260,3,88,4.1,0,10.7,282,0,1,6.2,0,11.2,255,0,96,Saturday,No,38644,39414,4-Jan-20,36,2020-01-04 17:30:00+00:00
2020-01-04 18:00:00+00:00,14357,2463,6857,6329,1442,985,4076,2304,201,0,1488,40502,221,50.0254,49.851,50.198,0.0878,0,0,1800,6.6,0,15.4,217,0,100,6.3,0,15,246,0,82,8.1,0,12.3,255,0,70,3.8,0,11,281,0,33,6.5,0,12.1,253,0,99,Saturday,No,38358,39071,4-Jan-20,37,2020-01-04 18:00:00+00:00
2020-01-04 18:30:00+00:00,14076,2376,6853,6058,1448,977,4078,2024,122,0,1852,39864,217,49.9962,49.888,50.116,0.0563,0,0,1800,6.6,0,15.4,217,0,100,6.3,0,15,246,0,82,8.1,0,12.3,255,0,70,3.8,0,11,281,0,33,6.5,0,12.1,253,0,99,Saturday,No,37684,38415,4-Jan-20,38,2020-01-04 18:30:00+00:00
2020-01-04 19:00:00+00:00,13647,2680,6853,6094,1465,959,4076,1680,98,0,1476,39028,223,50.0138,49.823,50.143,0.0796,0,0,1800,7,0,18.3,216,0,100,6,0,16.6,248,0,83,7.4,0,9.5,245,0,42,3.4,0,10,285,0,11,6.8,0,13.6,258,0,93,Saturday,No,36936,37590,4-Jan-20,39,2020-01-04 19:00:00+00:00
2020-01-04 19:30:00+00:00,13461,2663,6864,6373,1481,932,4076,1682,91,0,514,38137,226,50.0915,50.009,50.16,0.0356,0,0,1800,7,0,18.3,216,0,100,6,0,16.6,248,0,83,7.4,0,9.5,245,0,42,3.4,0,10,285,0,11,6.8,0,13.6,258,0,93,Saturday,No,35980,36635,4-Jan-20,40,2020-01-04 19:30:00+00:00
2020-01-04 20:00:00+00:00,12708,2365,6851,6381,1496,782,4194,1688,95,0,282,36842,219,49.9773,49.893,50.114,0.0478,0,0,1800,7,0,18.8,209,0,90,5.9,0,16.6,252,0,14,7.3,0,10.8,233,0,47,2.9,0,9.4,288,0,9,6.3,0,12.4,262,0,99,Saturday,No,34754,35370,4-Jan-20,41,2020-01-04 20:00:00+00:00
2020-01-04 20:30:00+00:00,11936,2079,6857,6553,1513,603,4348,1687,93,0,66,35735,211,50.0455,49.957,50.148,0.0454,0,0,1800,7,0,18.8,209,0,90,5.9,0,16.6,252,0,14,7.3,0,10.8,233,0,47,2.9,0,9.4,288,0,9,6.3,0,12.4,262,0,99,Saturday,No,33613,34228,4-Jan-20,42,2020-01-04 20:30:00+00:00
2020-01-04 21:00:00+00:00,10999,1845,6856,6740,1530,550,4216,1688,90,0,0,34514,200,50.0123,49.88,50.169,0.0821,0,0,1800,7,0,21.6,206,0,99,5.5,0,16.3,248,0,3,7.4,0,11.5,231,0,80,2.4,0,8.9,291,0,88,5.3,0,10,255,0,91,Saturday,No,32340,32954,4-Jan-20,43,2020-01-04 21:00:00+00:00
2020-01-04 21:30:00+00:00,9037,1581,6860,7257,1547,550,4274,1690,88,0,0,32884,179,50.0855,50.009,50.172,0.0339,0,0,1800,7,0,21.6,206,0,99,5.5,0,16.3,248,0,3,7.4,0,11.5,231,0,80,2.4,0,8.9,291,0,88,5.3,0,10,255,0,91,Saturday,No,30787,31401,4-Jan-20,44,2020-01-04 21:30:00+00:00
2020-01-04 22:00:00+00:00,8064,1223,6860,7531,1567,562,3846,1696,95,0,0,31444,161,50.0797,49.985,50.173,0.0444,0,0,1800,7.4,0,21.4,205,0,98,4.9,0,14.5,240,0,33,7.8,0,11.8,230,0,74,2.2,0,9,293,0,94,4.3,0,9.7,243,0,71,Saturday,No,29194,29807,4-Jan-20,45,2020-01-04 22:00:00+00:00
2020-01-04 22:30:00+00:00,6812,1027,6787,7503,1589,756,3806,1693,125,0,0,30098,146,49.9708,49.884,50.087,0.0528,0,0,1800,7.4,0,21.4,205,0,98,4.9,0,14.5,240,0,33,7.8,0,11.8,230,0,74,2.2,0,9,293,0,94,4.3,0,9.7,243,0,71,Saturday,No,27809,28423,4-Jan-20,46,2020-01-04 22:30:00+00:00
2020-01-04 23:00:00+00:00,5744,1100,6643,7757,1597,616,3268,1700,124,0,0,28549,142,50.0251,49.877,50.12,0.0595,0,0,1800,7.5,0,22.1,202,0,37,4.3,0,12.5,226,0,76,7.7,0,12.7,223,0,99,1.8,0,7.4,284,0,89,3.8,0,10.2,238,0,6,Saturday,No,26382,26996,4-Jan-20,47,2020-01-04 23:00:00+00:00
2020-01-04 23:30:00+00:00,4902,1030,6638,8145,1579,520,3066,1681,123,0,0,27684,130,50.1204,50.053,50.207,0.0354,0,9,1800,7.5,0,22.1,202,0,37,4.3,0,12.5,226,0,76,7.7,0,12.7,223,0,99,1.8,0,7.4,284,0,89,3.8,0,10.2,238,0,6,Saturday,No,25407,26017,4-Jan-20,48,2020-01-04 23:30:00+00:00
2020-01-05 00:00:00+00:00,4837,1022,6628,8129,1561,504,2716,1682,126,0,16,27221,126,50.0293,49.834,50.123,0.0652,0,0,1800,7.8,0,23.8,198,0,100,5.1,0,14.1,218,0,91,7.9,0,13.8,227,0,79,2.7,0,6.5,270,0,53,3.6,0,12.2,236,0,10,Sunday,No,25028,25639,5-Jan-20,1,2020-01-05 00:00:00+00:00
2020-01-05 00:30:00+00:00,5065,1025,6679,7928,1567,503,2780,1685,123,0,6,27361,130,49.9716,49.879,50.114,0.0319,0,0,1800,7.8,0,23.8,198,0,100,5.1,0,14.1,218,0,91,7.9,0,13.8,227,0,79,2.7,0,6.5,270,0,53,3.6,0,12.2,236,0,10,Sunday,No,25205,25820,5-Jan-20,2,2020-01-05 00:30:00+00:00
2020-01-05 01:00:00+00:00,5350,1154,6744,7684,1587,502,2372,1682,126,0,8,27209,134,49.9712,49.81,50.037,0.0525,0,0,1800,7.7,0,23.7,200,0,99,4.9,0,13.3,218,0,90,8.1,0,12.8,230,0,97,4,0,7.8,248,0,95,3.9,0,12.4,234,0,50,Sunday,No,24654,25623,5-Jan-20,3,2020-01-05 01:00:00+00:00
2020-01-05 01:30:00+00:00,5069,1068,6750,7567,1604,502,2394,1682,128,0,0,26764,129,49.9673,49.883,50.095,0.0563,0,0,1800,7.7,0,23.7,200,0,99,4.9,0,13.3,218,0,90,8.1,0,12.8,230,0,97,4,0,7.8,248,0,95,3.9,0,12.4,234,0,50,Sunday,No,23828,25157,5-Jan-20,4,2020-01-05 01:30:00+00:00
2020-01-05 02:00:00+00:00,5418,1041,6755,7498,1623,483,1832,1680,123,0,0,26453,132,49.9383,49.858,50.032,0.0433,0,0,1800,7.7,0,21.8,196,0,100,4.7,0,13.4,216,0,79,7.9,0,14.3,225,0,100,4.1,0,7.1,246,0,59,4.1,0,11.7,236,0,46,Sunday,No,23101,24789,5-Jan-20,5,2020-01-05 02:00:00+00:00
2020-01-05 02:30:00+00:00,5036,1105,6679,7390,1649,483,1832,1682,125,0,0,25981,131,49.9335,49.876,49.981,0.0232,0,0,1800,7.7,0,21.8,196,0,100,4.7,0,13.4,216,0,79,7.9,0,14.3,225,0,100,4.1,0,7.1,246,0,59,4.1,0,11.7,236,0,46,Sunday,No,22619,24318,5-Jan-20,6,2020-01-05 02:30:00+00:00
2020-01-05 03:00:00+00:00,5045,1038,6634,7722,1675,500,800,1662,124,0,0,25200,131,50.0794,49.929,50.144,0.0498,0,0,1800,7.6,0,19,199,0,100,4.1,0,13.8,213,0,46,7.9,0,13.6,217,0,100,3.9,0,6.8,252,0,57,4,0,12.8,232,0,44,Sunday,No,22266,23508,5-Jan-20,7,2020-01-05 03:00:00+00:00
2020-01-05 03:30:00+00:00,4587,1023,6635,7951,1695,501,736,1665,124,0,0,24917,125,50.0818,50.024,50.15,0.0288,0,0,1800,7.6,0,19,199,0,100,4.1,0,13.8,213,0,46,7.9,0,13.6,217,0,100,3.9,0,6.8,252,0,57,4,0,12.8,232,0,44,Sunday,No,21838,23197,5-Jan-20,8,2020-01-05 03:30:00+00:00
2020-01-05 04:00:00+00:00,4927,1030,6629,7964,1711,519,636,1681,127,0,0,25224,129,50.0078,49.885,50.083,0.0524,0,0,1800,7.4,0,15.3,210,0,100,3.8,0,13.9,211,0,34,8.2,0,16.8,223,0,100,3.3,0,7.3,259,0,34,4,0,13.5,228,0,50,Sunday,No,21285,23494,5-Jan-20,9,2020-01-05 04:00:00+00:00
2020-01-05 04:30:00+00:00,5031,1039,6683,7881,1724,542,636,1684,126,0,0,25346,130,49.949,49.845,50.054,0.047,0,0,1800,7.4,0,15.3,210,0,100,3.8,0,13.9,211,0,34,8.2,0,16.8,223,0,100,3.3,0,7.3,259,0,34,4,0,13.5,228,0,50,Sunday,No,21039,23627,5-Jan-20,10,2020-01-05 04:30:00+00:00
2020-01-05 05:00:00+00:00,4938,1044,6801,7770,1740,549,636,1697,130,0,0,25305,129,49.9377,49.83,50.012,0.0369,0,0,1800,6.9,0,11.2,201,0,94,3.9,0,15.2,211,0,34,8.3,0,17.1,221,0,100,3.2,0,7.1,255,0,51,4,0,13.6,230,0,48,Sunday,No,21034,23578,5-Jan-20,11,2020-01-05 05:00:00+00:00
2020-01-05 05:30:00+00:00,5054,1067,6853,7755,1760,530,636,1702,123,0,0,25480,131,49.9637,49.921,50.009,0.0184,0,0,1800,6.9,0,11.2,201,0,94,3.9,0,15.2,211,0,34,8.3,0,17.1,221,0,100,3.2,0,7.1,255,0,51,4,0,13.6,230,0,48,Sunday,No,21205,23739,5-Jan-20,12,2020-01-05 05:30:00+00:00
2020-01-05 06:00:00+00:00,5520,1145,6844,7791,1778,536,636,1708,124,0,0,26082,138,49.9649,49.869,50.093,0.0717,0,0,1800,6.7,0,12.2,199,0,100,4.1,0,16.6,214,0,70,8.4,0,16.7,217,0,100,3.4,0,6.9,242,0,99,3.9,0,12.8,230,0,38,Sunday,No,21973,24328,5-Jan-20,13,2020-01-05 06:00:00+00:00
2020-01-05 06:30:00+00:00,5539,1145,6855,8444,1790,546,636,1696,133,0,0,26784,134,50.0406,49.957,50.087,0.0352,0,0,1800,6.7,0,12.2,199,0,100,4.1,0,16.6,214,0,70,8.4,0,16.7,217,0,100,3.4,0,6.9,242,0,99,3.9,0,12.8,230,0,38,Sunday,No,22581,24975,5-Jan-20,14,2020-01-05 06:30:00+00:00
2020-01-05 07:00:00+00:00,5201,1340,6855,8763,1800,548,636,1901,125,0,0,27169,135,50.0237,49.954,50.083,0.0249,0,0,1800,6.2,0,14.2,207,0,99,4.4,0,17.8,216,0,66,8.3,0,15.8,215,0,98,4.2,0,8,243,0,89,4.3,0,14.3,225,0,18,Sunday,No,23538,25415,5-Jan-20,15,2020-01-05 07:00:00+00:00
2020-01-05 07:30:00+00:00,4875,1703,6858,9102,1816,562,636,2220,122,0,0,27894,141,50.0773,49.934,50.187,0.0582,0,0,1800,6.2,0,14.2,207,0,99,4.4,0,17.8,216,0,66,8.3,0,15.8,215,0,98,4.2,0,8,243,0,89,4.3,0,14.3,225,0,18,Sunday,No,24243,26107,5-Jan-20,16,2020-01-05 07:30:00+00:00
2020-01-05 08:00:00+00:00,4652,1899,6848,9285,1835,606,1430,2379,128,0,0,29062,140,49.9667,49.9,50.059,0.0346,0,0,1800,6,0,16.9,196,0,99,4.4,0,18.3,216,0,31,8.3,0,17.4,214,0,77,4.7,0,9.7,248,0,96,4.8,0,14.6,232,0,24,Sunday,No,25412,27290,5-Jan-20,17,2020-01-05 08:00:00+00:00
2020-01-05 08:30:00+00:00,4725,2357,6853,9684,1852,606,1476,2400,124,47,0,30124,151,49.9961,49.874,50.077,0.0524,0,0,1800,6,0,16.9,196,0,99,4.4,0,18.3,216,0,31,8.3,0,17.4,214,0,77,4.7,0,9.7,248,0,96,4.8,0,14.6,232,0,24,Sunday,No,26902,28312,5-Jan-20,18,2020-01-05 08:30:00+00:00
2020-01-05 09:00:00+00:00,4511,2484,6852,10022,1863,605,2562,2410,123,225,0,31657,147,50.028,49.928,50.113,0.0421,0,0,1800,6.2,0,18.4,191,0,97,5.1,0,21.3,219,9,3,8.4,0,17.1,215,6,63,5.4,0,10.4,236,15,71,5.5,0,14.6,232,17,32,Sunday,No,28565,29528,5-Jan-20,19,2020-01-05 09:00:00+00:00
2020-01-05 09:30:00+00:00,5428,2608,6845,10014,1867,606,2592,2412,128,488,0,32988,155,49.9454,49.903,50,0.0179,0,0,1800,6.2,0,18.4,191,0,97,5.1,0,21.3,219,9,3,8.4,0,17.1,215,6,63,5.4,0,10.4,236,15,71,5.5,0,14.6,232,17,32,Sunday,No,29735,30687,5-Jan-20,20,2020-01-05 09:30:00+00:00
2020-01-05 10:00:00+00:00,5323,2648,6850,10234,1881,606,3302,2409,124,710,0,34087,156,49.9634,49.841,50.048,0.047,0,0,1800,6.9,0,19.4,191,28,90,6.3,0,21.9,221,76,18,8.8,0,17,216,64,80,6.2,0,10,232,66,69,6.6,0,16.1,231,85,42,Sunday,No,30908,31520,5-Jan-20,21,2020-01-05 10:00:00+00:00
2020-01-05 10:30:00+00:00,5703,2656,6850,10295,1919,695,3372,2409,136,868,8,34911,158,50.0469,49.93,50.108,0.0342,0,0,1800,6.9,0,19.4,191,28,90,6.3,0,21.9,221,76,18,8.8,0,17,216,64,80,6.2,0,10,232,66,69,6.6,0,16.1,231,85,42,Sunday,No,31545,32154,5-Jan-20,22,2020-01-05 10:30:00+00:00
2020-01-05 11:00:00+00:00,6243,2569,6850,10501,1969,731,3314,2404,122,929,0,35632,156,50.0254,49.937,50.178,0.0609,0,0,1800,7.6,0,18.9,188,78,99,7.5,0,22,218,127,94,9.2,0,18.2,218,124,68,7.3,0,9.8,234,129,60,7.5,0,15.5,226,151,27,Sunday,No,32124,32734,5-Jan-20,23,2020-01-05 11:00:00+00:00
2020-01-05 11:30:00+00:00,6467,2507,6795,10892,2013,791,3322,2406,130,993,0,36316,154,49.9782,49.875,50.099,0.064,0,0,1800,7.6,0,18.9,188,78,99,7.5,0,22,218,127,94,9.2,0,18.2,218,124,68,7.3,0,9.8,234,129,60,7.5,0,15.5,226,151,27,Sunday,No,32738,33347,5-Jan-20,24,2020-01-05 11:30:00+00:00
2020-01-05 12:00:00+00:00,7034,2476,6642,10895,2043,698,3620,2405,128,967,0,36908,161,49.936,49.869,50.034,0.0335,0,0,1800,8.6,0,12.3,185,110,100,8.5,0,19.2,218,122,100,8.7,0,21,218,164,83,7.4,0,10.9,226,167,41,8.3,0,21.8,232,188,45,Sunday,No,33344,33953,5-Jan-20,25,2020-01-05 12:00:00+00:00
2020-01-05 12:30:00+00:00,7488,2540,6637,10790,2052,669,3642,2405,122,793,0,37138,166,50.0381,49.866,50.138,0.0599,0,0,1800,8.6,0,12.3,185,110,100,8.5,0,19.2,218,122,100,8.7,0,21,218,164,83,7.4,0,10.9,226,167,41,8.3,0,21.8,232,188,45,Sunday,No,33675,34284,5-Jan-20,26,2020-01-05 12:30:00+00:00
2020-01-05 13:00:00+00:00,7810,2567,6634,10536,2045,676,3396,2348,143,648,16,36819,170,49.9206,49.842,50.023,0.0421,0,0,1800,9.2,0,15.5,226,92,100,9,0,20,218,92,100,8.9,0,19.6,212,128,89,7.6,0,11.5,224,119,100,8.5,0,18.6,224,108,44,Sunday,No,33570,34179,5-Jan-20,27,2020-01-05 13:00:00+00:00
2020-01-05 13:30:00+00:00,8367,2562,6643,10247,2025,674,3372,2346,123,554,0,36913,175,49.9612,49.799,50.044,0.0607,0,2,1800,9.2,0,15.5,226,92,100,9,0,20,218,92,100,8.9,0,19.6,212,128,89,7.6,0,11.5,224,119,100,8.5,0,18.6,224,108,44,Sunday,No,33729,34338,5-Jan-20,28,2020-01-05 13:30:00+00:00
